북한규정번호,규정번호,고시번호,규정코드,주제어,내용,북한규정정렬순서,등록일시
1,733,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제4항","제4항. 반점( , )1) 복합문에서 이음토가 없이 문장들이 이어질 때 단일문들사이에 친다. 례: 나는 로동자, 너는 농장원.3) 문장속에서 같은 성분들사이를 갈라주거나 죽 들어 말한 단어들사이를 갈라주기 위해 친다. 례: - 도시와 농촌에서, 일터와 마을에서, 학교와 가정에서 생활은 약동하고있다. - 우리는 작품창작에서 당성, 로동계급성, 인민성의 원칙을 철저히 지켜야 한다. - 과수원에는 사과, 배, 복숭아 등 과일들이 대단히 많다.",1,2019-01-21 09:06:00
1,734,4,한글 맞춤법,"#조선말규범집(2010), 문장부호법 제4항","3) 문장속에서 같은 성분들사이를 갈라주거나 죽 들어 말한 단어들사이를 갈라주기 위해 친다. 례: - 도시와 농촌에서, 일터와 마을에서, 학교와 가정에서 생활은 약동하고있다. - 우리는 작품창작에서 당성, 로동계급성, 인민성의 원칙을 철저히 지켜야 한다. - 과수원에는 사과, 배, 복숭아 등 과일들이 대단히 많다.[참고]반의어적, 대구적관계에서의 렬거는 반점을 치지 않는다. 례: - 앉든가 가든가 해라. - 가는가 마는가 하는 문제 - 가느냐 마느냐 빨리 결정하자. - 갈가 말가 하는 태도",1,2019-01-16 16:47:00
1,737,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제4항","2) 어떤 문장이나 말마디가 렬거되거나 맺음토로 끝났다 하더라도 뒤의 문장이나 말마디와 밀접히 련관되여있을 때에는 그 맺음토의 뒤에 친다. 례: - 왔고나, 왔고나, 혁명이 왔고나. - 바람이 세다, 창문을 주의해라. - 어제도 좋았고, 오늘도 좋고, 래일은 더욱 좋을 우리 생활!",1,2019-01-16 16:43:00
1,738,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제4항","3) 문장속에서 같은 성분들사이를 갈라주거나 죽 들어 말한 단어들사이를 갈라주기 위해 친다. 례: - 도시와 농촌에서, 일터와 마을에서, 학교와 가정에서 생활은 약동하고있다. - 우리는 작품창작에서 당성, 로동계급성, 인민성의 원칙을 철저히 지켜야 한다. - 과수원에는 사과, 배, 복숭아 등 과일들이 대단히 많다.[참고]반의어적, 대구적관계에서의 렬거는 반점을 치지 않는다. 례: - 앉든가 가든가 해라. - 가는가 마는가 하는 문제 - 가느냐 마느냐 빨리 결정하자. - 갈가 말가 하는 태도",1,2019-01-16 16:45:00
1,739,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제4항","4) 문장에서 부름말, 느낌말의 뒤에 친다. 레: - 아바이, 고맙습니다. - 과장동지, 오늘 계획을 100%로 수행했습니다. - 아, 우리 조국은 얼마나 아름다운가! - 옳아, 네 말이 맞았어.",1,2018-11-22 08:32:00
1,741,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제4항","5) 제시어뒤에 친다. 례: - 혁명적예술인이 되는것, 이것은 사회주의적문학예술을 창조하는 작가, 예술인들에 게 있어서 가장 중요한 임무로 된다. - 우리 당의 령도밑에 민족간부, 그가운데서도 기술간부가 많이 자랐다.",1,2019-01-16 16:50:00
1,743,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제4항","6) 문장성분의 차례를 바꾸어 한 부분을 특별히 힘주어 나타낼 때에는 그 힘준 말뒤에 친다. 례: -나가자, 판가리싸움에 나가자, 유격전으로 - 그가 왔답니다, 전쟁때 우리 집에 얼마간 묵어갔던 그 군관아저씨가…",1,2018-11-22 08:38:00
1,754,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제3항",제3항. 두점( : )1) 뒤의 설명을 보라는것을 밝히는 단어나 말마디뒤에 친다. 례: - 례: - 물음: 대답: - 김은덕동무의 토론: 순이의 야무진 말: - 열매의 종류: - 실험조건:,1,2019-01-21 09:06:00
1,756,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제3항",2) 맞세우는 관계를 표시하거나 단계로 됨을 나타낼 때 친다. 례: - 배합비률은 1:2로 섞는다. 두만강:청천강(두만강팀:청천강팀) - 10:10(10시 10분),1,2018-11-22 08:45:00
1,757,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제3항",2) 맞세우는 관계를 표시하거나 단계로 됨을 나타낼 때 친다. 례: - 배합비률은 1:2로 섞는다. 두만강:청천강(두만강팀:청천강팀) - 10:10(10시 10분),1,2018-11-22 08:44:00
1,760,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 보충항","1) 빗선(/)빗선은 짝을 이루거나 몫을 표시할 때 친다. 례: 가/이, 는/은 1kg/3명분, 200J/100g",1,2019-01-21 09:07:00
1,766,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제10항","제10항. 인용표(《 》)1) 이미 이루어진 말이나 대화를 인용할 때 그 문장의 앞뒤에 친다. 례: 《야, 백두산이 보인다!》 박동무는 《내가 이겼지.》라고 힘주어 말하였다.",1,2019-01-21 09:08:00
1,768,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제11항","제11항. 거듭인용표(< >)인용한 말안에 또 다른 인용문이 들어가는 경우에 친다. 례: - 《영철동무는 <하자고 결심만 하면 못할 일이 없습니다.>라고 하면서 계획된대로 내밀자고 토론 했소.》 - 《우리 분조에는 <천리마>호가 3대나 배정되였습니다.》 그리고 인용표안에 들어가는 모든 인용표는 거듭인용표를 친다. 례: 《우리는 오늘 <조선로동당은 영광스러운 <ㅌ,ㄷ>의 전통을 계승한 주체형의 혁명적당이다>의 기본내용을 학습하겠습니다.》",1,2019-01-21 09:09:00
1,771,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제12항","제12항. 쌍괄호와 꺾쇠괄호(( ), [ ])1) 본문을 보충하기 위하여 붙인 말의 앞뒤에 쌍괄호(( ))를 친다. 례: - 내가 대학에 입학하던 해였다. (그해도 풍년이 들었었다.) 어머니는 집을 떠나는 나에게 훌륭 한 농업전문가가 되여 돌아오라고 당부하였다. - 우리는 몹시 기뻤다.(분기계획을 넘쳐 수행한것으로 하여) - 전보미동무(로력영웅이다.)는 오늘도 자기 계획을 2배로 넘쳐하였다.2) 인용하는 말이 나온 곳을 밝히는 말마디의 앞뒤에 쌍괄호(( ))를 친다. 례: -《인적드문 심산유곡에서 구차한 생을 도모하고있는 이 늙은 백성이 오매불망 그리워하던 장군님의 존안을 이렇게 문득 뵈옵게 되니 황송하기가 그지없습니다.》(총서 《불멸의 력사》 중 장편소설 《고난의 행군》에서)",1,2019-01-21 09:10:00
1,782,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제12항","제12항. 쌍괄호과 꺾쇠괄호(( ), [ ])3) 괄호안에 또 다른 쌍괄호나 인용표가 있을 때 바깥것은 꺾쇠괄호([ ])로 묶는다. 례: 《근대철학의 큰 기본문제는 존재에 대한 사유의 관계여하의 문제이다.》 [《루드위히 포이에르바흐와 독일고전철학의 종말》(에프. 엥겔스) 조선로동당출판사 1957년, 25페지]",1,2019-04-12 14:32:00
1,786,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제10항","제10항. 인용표(《 》)1) 이미 이루어진 말이나 대화를 인용할 때 그 문장의 앞뒤에 친다. 례: 《야, 백두산이 보인다!》 박동무는 《내가 이겼지.》라고 힘주어 말하였다. 2) 말마디나 표현을 드러내서 나타낼 때 친다. ① 도서, 작품 등의 이름을 나타내는 경우 례: - 도서 《인민들속에서》 제15권 - 장편소설 《석개울의 새봄》 - 대집단체조와 예술공연 《아리랑》 - 태양절기념무도회 《태양절을 노래하세》 - 축포야회 《강성대국의 불보라》 ② 제품, 품종, 상품 등의 고유명을 나타내는 경우 례: - 인공지구위성 《광명성1》호 - 우량벼종자 《강성1》호 - 무역짐배 《지성5》호 -《AH-64아파치》직승기 ③ 특수하게 이루어진 단체, 기관 등의 이름을 나타내는 경우 례: - 《ㅌ, ㄷ》 - 로씨야 《평화와 오늘》위원회 - 중국 《환경교육보급계획》대표단 - 《미국은 물러가라》위원회",1,2019-01-21 09:11:00
1,788,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제11항","제11항. 거듭인용표(< >)인용한 말안에 또 다른 인용문이 들어가는 경우에 친다. 례: - 《영철동무는 <하자고 결심만 하면 못할 일이 없습니다.>라고 하면서 계획된대로 내밀자고 토론했소.》 - 《우리 분조에는 <천리마>호가 3대나 배정되였습니다.》 그리고 인용표안에 들어가는 모든 인용표는 거듭인용표를 친다. 례: 《우리는 오늘 <조선로동당은 영광스러운 <ㅌ,ㄷ>의 전통을 계승한 주체형의 혁명적당이다>의 기본내용을 학습하겠습니다.》",1,2019-01-21 09:14:00
1,790,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제8항","제8항. 풀이표(―)1) 같은 종류의 문장성분들과 그것에 대한 묶음말사이에 친다. 례: 벼, 보리, 밀, 강냉이―이런 알곡들은… 이런 알곡들―벼, 보리, 밀, 강냉이 등은…2) 동격어 뒤에 칠수 있다. 례: 영광스러운 우리 조국―조선민주주의인민공화국 렬사들이 걸어온 길―혁명의 길은 간고하고도 영예로운 길이였다.3) 《에서―까지》의 뜻을 나타내기 위하여 친다. 례: 평양―신의주 6.25―7.27미제반대투쟁의 날4) 특수한 글에서 주어와 술어가 토없이 맞물렸을 때 그사이에 칠수 있다. 례: 나 ― 《갈매기》호 선장 철호 ― 통신병 순이 ― 간호원",1,2019-01-21 09:15:00
1,793,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제7항",제7항. 이음표( - )두개이상의 단어가 어울리여 하나의 통일된 개념을 나타낼 때 친다. 례: 조선-꾸바친선협회 맑스-레닌주의 굳은-넓은잎나무 구조-문법적특성 물리-화학적성질,1,2019-01-21 09:25:00
1,794,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제8항",제8항. 풀이표(―)2) 동격어의 뒤에 칠수 있다. 례: 영광스러운 우리 조국 ―조선민주주의인민공화국 렬사들이 걸어온 길 ―혁명의 길은 간고하고도 영예로운 길이였다.,1,2019-01-21 09:27:00
1,796,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제17항",제17항. 물결표(~)1) 《내지》라는 뜻으로 쓰되 단위를 나타내는 말은 마지막 수자에만 붙인다. 례: - 10~12시 - 5~8월 - 100~150명 - 1 200~1 600km/h - 90~100m/s - 10만~15만개2) 단위가 되풀이되면서 그 일부를 줄일 때 쓴다. 례: 체육 ~가 ~하다,0,2019-04-12 14:59:00
1,798,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제14항","제14항. 밑점( . . . . . . )문장에서 특별히 중점을 두어 강조하는 부분에 치되 점의 수는 글자의 수에 따른다. 례: <span class=""mark2"">우</span><span class=""mark2"">리</span><span class=""mark2"">의</span> 관심은 <span class=""mark2"">어</span><span class=""mark2"">디</span><span class=""mark2"">서</span>, <span class=""mark2"">언</span><span class=""mark2"">제</span>, 그리고 <span class=""mark2"">어</span><span class=""mark2"">떻</span><span class=""mark2"">게</span> 이 문제가 해결되였는가에 있었다. [붙임]중점을 두어 강조하는 부분을 드러내기 위하여서는 밑줄 (<img src=""../../images/bg/font_img_02.png"">)이나 물결줄(<img src=""../../images/bg/font_img_03.png"">) 같은 것도 쓸수 있다.",1,2019-02-15 14:25:00
1,802,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제15항","제15항. 숨김표(XXX, □□□, ○○○ 등)문장에서 글자로 나타낼 필요성이 없을 때 그 글자수만큼 친다. 례: 아프리카의 일부 지방에 들이닥친 무더기비로 XXX에서는 약 ○○○○정도의 재산피해를 보았다.[붙임] 숨김표는 출판물의 성격에 따라 동일한것을 쓸수도 있고 서로 다른것을 쓸수도 있다. 숨김표의 구체적인 이름은 다음과 같다. 가위숨김표 XXX(가위 가위 가위) 네모숨김표 □□□(네모 네모 네모) 동그라미숨김표 ○○○(동그라미 동그라미 동그라미)",1,2019-01-21 09:42:00
1,807,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제9항","제9항. 줄임표(…, … …, … … …)1) 단락이나 그보다 큰 단위가 줄었을 때에는 석점짜리 세개《… … …》를 친다.2) 문장이 줄었을 때에는 석점짜리 두개《… …》를 친다. 3) 단어나 문장의 일부 말마디가 줄었을 때 줄어진 부분에 석점《…》을 친다.",0,2019-04-12 15:15:00
1,809,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제9항","제9항. 줄임표(…, … …, … … …)1) 단락이나 그보다 큰 단위가 줄었을 때에는 석점짜리 세 개《… … …》를 친다.2) 문장이 줄었을 때에는 석점짜리 두 개《… …》를 친다. 3) 단어나 문장의 일부 말마디가 줄었을 때 줄어진 부분에 석점《…》을 친다.",1,2019-04-12 15:15:00
1,812,4,한글 맞춤법,"조선말규범집(2010), 문장부호법 제9항","제9항. 줄임표(…, … …, … … …)3) 단어나 문장의 일부 말마디가 줄었을 때 줄어진 부분에 석점《…》을 친다.",1,2019-01-21 09:41:00
2,221,9,한글 맞춤법,ㅁㅎ,ㅁㅎ,0,2017-06-22 14:11:00
2,222,10,한글 맞춤법,"조선말규범집(2010), 맞춤법 제2장 제2항","조선어의 글에서 쓰는 받침은 다음과 같다.ㄱ - 책(책이, 책을, 책에) 먹다(먹으니, 먹어, 먹지)ㄳ - 몫(몫이, 몫을, 몫에)ㄴ - 논(논이, 논을, 논에) 안다(안으니, 안아, 안지)ㄵ - 앉다(앉으니, 앉아, 앉지)ㄶ - 많다(많으니, 많아, 많지)ㄷ - 낟알(낟알이, 낟알을, 낟알에) 굳다(굳으니,",0,2017-06-30 15:24:00
2,224,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제2장 제2항","조선어의 글에서 쓰는 받침은 다음과 같다. ㄱ - 책(책이, 책을, 책에) 먹다(먹으니, 먹어, 먹지) ㄳ - 몫(몫이, 몫을, 몫에) ㄴ - 논(논이, 논을, 논에) 안다(안으니, 안아, 안지) ㄵ - 앉다(앉으니, 앉아, 앉지) ㄶ - 많다(많으니, 많아, 많지) ㄷ - 낟알(낟알이, 낟알을, 낟알에) 굳다(굳으니, 굳어, 굳지) 듣다(들으니, 들어, 듣지) ㄹ - 길(길이, 길을, 길에) 멀다(머니, 멀어서, 멀지) ㄺ - 닭(닭이, 닭을, 닭에) 맑다(맑으니, 맑아, 맑지) ㄻ - 삶(삶이, 삶을, 삶에) 젊다(젊으니, 젊어, 젊지) ㄼ - 여덟(여덟이, 여덟을, 여덟에) 넓다(넓으니, 넓어, 넓지) ㄽ - 돐(돐이, 돐을, 돐에) ㄾ - 훑다(훑으니, 훑어, 훑지) ㄿ - 읊다(읊으니, 읊어, 읊지) ㅀ - 옳다(옳으니, 옳아, 옳지) ㅁ - 밤(밤이, 밤을, 밤에) 심다(심으니, 심어, 심지) ㅂ - 집(집이, 집을, 집에) 잡다(잡으니, 잡아, 잡지) ㅄ - 값(값이, 값을, 값에) 없다(없으니, 없어, 없지) ㅅ - 옷(옷이, 옷을, 옷에) 솟다(솟으니, 솟아, 솟지) 잇다(이으니, 이어, 잇지) ㅇ - 땅(땅이, 땅을, 땅에) ㅈ - 낮(낮이, 낮을, 낮에) 맞다(맞으니, 맞아, 맞지) ㅊ - 빛(빛이, 빛을, 빛에) 쫓다(쫓으니, 쫓아, 쫓지) ㅋ - 부엌(부엌이, 부엌을, 부엌에) ㅌ - 밭(밭이, 밭을, 밭에) ㅍ - 숲(숲이, 숲을, 숲에) 높다(높으니, 높아, 높지) ㅎ - 히읗(히읗이, 히읗을, 히읗에) 좋다(좋으니, 좋아, 좋지) ㄲ - 밖(밖이, 밖을, 밖에) 엮다(엮으니, 엮어, 엮지) ㅆ - 있다(있으니, 있어, 있지)",1,2018-11-15 17:45:00
2,225,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제2장 제6항","한 형태부안에서 받침 ≪ㄴ, ㄹ, ㅁ, ㅇ≫다음의 소리가 된소리로 나는 경우에는 그것을 된소리로 적는다. 옳음 그름 례: 반짝반짝 반작반작 걸써 걸서 말씀 말슴 벌써 벌서 활짝 활작 훨씬 훨신 알뜰살뜰 알들살들 옴짝달싹 옴작달삭 뭉뚝하다 뭉둑하다 그러나 토에서는 ≪ㄹ≫뒤에서 된소리가 나더라도 된소리로 적지 않는다. 옳음 그름 례: ~ㄹ가 ~ㄹ까 ~ㄹ수록 ~ㄹ쑤록 ~ㄹ지라도 ~ㄹ찌라도 ~올시다 ~올씨다",1,2019-04-08 15:18:00
2,235,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제3장 제9항",오늘날 말줄기에 토가 붙은것으로 인정되기 어려운 경우에는 그것들을 밝혀 적지 않는다. 옳음 그름 례: 고치다 곧히다 나타나다 낱아나다 바라보다 발아보다 바치다 받히다 부러지다 불어지다 사라지다 살아지다 자라나다 잘아나다 자빠뜨리다 잡바뜨리다 말줄기에 토가 붙은것으로 인정되는 경우에도 뜻이 딴 단어로 바뀐것은 그 말줄기와 토를 밝히지 않는다. 옳음 그름 례: 드러나다 들어나다 스무나문 스물남은 쓰러지다 쓸어지다 (열흘)나마 (열흘)남아 (고개)너머 (고개)넘어,1,2019-04-08 15:28:00
2,238,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제3장 제11항","말줄기가 ≪아, 어, 여≫ 또는 ≪았, 었, 였≫과 어울릴 때에는 그 말줄기의 모음의 성질에 따라 각각 다음과 같이 구별하여 적는다. 3) 말줄기의 모음이 ≪ㅣ, ㅐ, ㅔ, ㅚ, ㅟ, ㅢ≫인 경우와 줄기가 ≪하≫인 경우에는 ≪여, 였≫으로 적는다. 례: 기다- 기여, 기였다 개다- 개여, 개였다 베다- 베여, 베였다 되다- 되여, 되였다 쥐다- 쥐여, 쥐였다 희다- 희여, 희였다 하다- 하여, 하였다 그러나 말줄기의 끝소리마디에 받침이 있을 때에는 ≪어, 었≫으로 적는다. 례: 길다- 길어, 길었다 심다- 심어, 심었다 짓다- 지어, 지었다[붙임] 부사로 된 다음과 같은 단어들은 말줄기와 토를 갈라 적지 않는다. 옳음 그름 례: 구태여 구태어 도리여 도리어 드디여 드디어",1,2019-04-08 15:45:00
2,241,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제6장 제21항","≪ㄺ, ㄼ, ㄾ, ㅀ≫ 등의 둘받침으로 끝난 말뿌리에 뒤붙이가 어울릴 때에 그 둘받침중의 한 소리가 따로 나지 않는것은 안 나는대로 적는다. 례: 말끔하다, 말쑥하다, 실쭉하다, 할짝할짝하다, 얄팍하다",1,2019-01-15 11:17:00
2,242,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제6장 제22항","말뿌리와 뒤붙이가 어울리여 아주 다른 뜻으로 바뀐것은 그 말뿌리와 뒤붙이를 밝혀 적지 않는다. 례: 거두다, 기르다, 도리다, 드리다, 만나다, 미루다, 부치다, 이루다",1,2019-04-08 16:24:00
2,245,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제6장 제23항","모음으로 된 뒤붙이가 말뿌리와 어울릴 때에는 다음과 같이 갈라 적는다.1) 말뿌리와 뒤붙이를 밝혀 적는 경우 (4) ≪하다≫가 붙어서 형용사로 될수 있는 ≪ㅅ≫받침으로 끝난 말뿌리와 어울려서 부사를 만드는 뒤붙이 ≪이≫ 례: 반듯이(반듯하게 펴놓다), 꼿꼿이, 깨끗이, 따뜻이, 뚜렷이, 빵긋이, 뿌듯이, 어렴풋이2) 말뿌리와 뒤붙이를 밝혀 적지 않는 경우 (2) 어떤 토나 ≪하다≫가 붙어서 단어를 이루는 일이 없는 말뿌리에 뒤붙이 ≪이≫, ≪애기≫, ≪어기(에기)≫, ≪아기≫가 붙어서 된 명사나 부사 례: 갑자기, 동그라미, 반드시, 슬며시, 호르래기, 부스레기",1,2018-11-21 10:09:00
2,247,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제4장 제15항","합친말에서 오늘날 말뿌리가 뚜렷하지 않은것은 그 형태를 밝혀 적지 않는다. 례: - 며칠, 부랴부랴, 오라버니, 이틀, 이태 - 마파람, 휘파람, 좁쌀, 안팎",1,2019-04-08 16:29:00
2,248,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제6장 제20항","말뿌리와 뒤붙이가 어울려 파생어를 이룰 때에 빠진 소리는 빠진대로 적는다. 례: 가으내, 겨우내, 무질(물속에 잠기는것), 바느질",1,2018-11-21 10:14:00
2,251,4,한글 맞춤법,"조선말규범집(2010), 맞춤법 제4장 제15항","합친말에서 오늘날 말뿌리가 뚜렷하지 않은것은 그 형태를 밝혀 적지 않는다. 례: - 며칠, 부랴부랴, 오라버니, 이틀, 이태 - 마파람, 휘파람, 좁쌀, 안팎",1,2019-04-08 16:32:00
2,398,2,표준어 규정,"조선말규범집(2010), 맞춤법 제7장 제26항","한자말에서 모음 《ㅖ》가 들어있는 소리마디로는 ≪계≫, ≪례≫, ≪혜≫, ≪예≫만을 인정한다. 례: 계산, 계획, 례절, 례외, 실례, 세계, 혜택, 은혜, 연예대, 예술, 예지, 예약그러나 그 본래소리가 《게》인 한자는 그대로 적는다. 례: 게시판, 게재, 게양대",1,2019-04-12 15:30:00
2,405,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제6장 제17항","말줄기의 끝받침이 《ㅎ》, 《ㄶ》, 《ㅀ》뒤에 오는 토의 순한소리 《ㅅ》은 된소리로 발음한다. 례: 좋소[졷쏘], 많습니다[만씀니다], 옳소[올쏘]",1,2019-01-18 13:38:00
2,423,2,표준어 규정,"조선말규범집(2010), 문화어발음법 제9장 제27항","고유어로 만들어지는 일부 합친말이나 단어결합에서 사이소리가 끼여나는 경우에는 형태부들사이에 《ㄷ》을 끼워 발음한다. 례: - 강가[강ㄷ가 →강까], 길가[길ㄷ가→길까] - 바다가[바닫가→바다까], 수도가[수돋가→수도까] - 뒤문[뒫문→뒨문], 뒤사람[뒫사람→뒤싸람]",1,2019-01-18 14:13:00
2,433,1,외래어 표기법,조선어 외래어 표기법(1956) 제3장 제101항,"원어의 개별적 어음이 조선어 외래어에서 독특한 수식화를 입어 이미 굳어진 것은 그대로 표기한다.[ⅰ] ≪b, d, g, c≫ 등의 음이 ≪ㅃ, ㄸ, ㄲ, ㅆ≫로 굳어진 것 bar[<span class=""mark2_eng"">b</span>ɑː] <span class=""mark2"">빠</span> bus[<span class=""mark2_eng"">b</span>ʌs] <span class=""mark2"">뻐</span>스 block[<span class=""mark2_eng"">b</span>lɔk] <span class=""mark2"">쁠</span>럭 bag[<span class=""mark2_eng"">b</span>æg] <span class=""mark2"">빽</span> ball[<span class=""mark2_eng"">b</span>ɔːl] <span class=""mark2"">뽈</span> dollar[<span class=""mark2_eng"">d</span>ɔlə] <span class=""mark2"">딸라</span> dance[<span class=""mark2_eng"">d</span>αːns <span class=""mark2"">딴</span>스 goal[<span class=""mark2_eng"">g</span>oul] <span class=""mark2"">꼴</span> …[ⅱ] ≪ə≫음이 ≪ㅏ≫로 굳어진 것 curve[k<span class=""mark2_eng"">ə</span>v] <span class=""mark2"">카</span>브 speaker[spiːk<span class=""mark2_eng"">ə</span>] 스피<span class=""mark2"">카</span> lighter[lait<span class=""mark2_eng"">ə</span>] 라이<span class=""mark2"">타</span> skirt[sk<span class=""mark2_eng"">ə</span>ːt] 스<span class=""mark2"">카</span>트 circus['səːk<span class=""mark2_eng"">ə</span>s] 사<span class=""mark2"">카</span>스 …[ⅲ] ≪ʌ≫음이 ≪ㅏ≫로 굳어진 것 brush[br<span class=""mark2_eng"">ʌ</span>ʃ] 브<span class=""mark2"">라</span>쉬 nut[n<span class=""mark2_eng"">ʌ</span>t] <span class=""mark2"">나</span>트 shutter[ʃ<span class=""mark2_eng"">ʌ</span>tə] <span class=""mark2"">샤</span>타 cover[k<span class=""mark2_eng"">ʌ</span>və] <span class=""mark2"">카</span>바[ⅳ] ≪ae≫음이 ≪ㅏ≫로 굳어진 것 sack[s<span class=""mark2_eng"">æ</span>k] <span class=""mark2"">사</span>크 camera['k<span class=""mark2_eng"">æ</span>mərə] <span class=""mark2"">카</span>메라 spanner[sp<span class=""mark2_eng"">æ</span>nə] 스<span class=""mark2"">파</span>나 valve[v<span class=""mark2_eng"">æ</span>lv] <span class=""mark2"">발</span>브 lamp[l<span class=""mark2_eng"">æ</span>mp] <span class=""mark2"">람</span>프[ⅴ] ≪ei≫음이 ≪ㅔ≫로 굳어진 것 game[g<span class=""mark2_eng"">e</span><span class=""mark2_eng"">i</span>m] <span class=""mark2"">껨</span> message[m<span class=""mark2_eng"">e</span>s<span class=""mark2_eng"">i</span>ʤ] 메<span class=""mark2"">쎄</span>지 skate[sk<span class=""mark2_eng"">e</span><span class=""mark2_eng"">i</span>t] 스<span class=""mark2"">케</span>트 cable-car[k<span class=""mark2_eng"">e</span><span class=""mark2_eng"">i</span>bl-kαː] <span class=""mark2"">케</span>블카",1,2019-02-26 18:02:00
2,449,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제1장 제2항","외국 자모로써 조선어를 표기함에 있어서의 표기상 단위는, 조선어 철자법의 일반적 규정을 준수한다.",1,2018-11-12 17:39:00
2,459,1,국어의 로마자 표기법,"조선어 외래어 표기법(1956), 외국 자모에 의한 조선어 표기법 제3장 제21항",로마 자모에 의한 조선어 받침의 대조는 다음과 같다.받침 모음앞 자음앞 또는 어말 ㅂ b p ㅍ ph p ㅄ ps p ㄷ d t ㅌ th t ㅅ s t ㅆ ss t ㅈ dz t ㅊ tsh t ㄱ g k ㅋ kh k ㄲ kk k ㄳ ks k ㅎ h h ㄹ r l ㄼ b p ㄿ lph p ㄺ lg k ㄾ lth l ㄽ ls l ㅀ lh l ㄻ lm m ㄴ n n ㄵ ndz n ㄶ nh n ㅁ m m ㅇ ng ng,1,2019-01-14 15:14:00
2,490,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제55항","무성 파렬음 《p,t,k》 또는 유성 파렬음 《b,d,g》 뒤에 자음이 오든가, 혹은 한 단어의 끝에 오면서, 파렬 현상이 불완전한 것은 앞 음절의 받침으로 적는다.받침으로 적는 때는 《p,b》 등은 모두 《ㅂ》으로, 《t,d》 등은 모두 《ㅅ》으로, 《k,g》 등은 모두 《ㄱ》으로 한다. box[bɔ<span class=""mark2_eng"">k</span>s] <span class=""mark2"">복</span>스 hand-bag['hændbæ<span class=""mark2_eng"">g</span>] 핸드<span class=""mark2"">빽</span> compact ['kɔmpæ<span class=""mark2_eng"">k</span>t] 콤<span class=""mark2"">팩</span>트 cup[kʌ<span class=""mark2_eng"">p</span>] <span class=""mark2"">컵</span> cap[kæ<span class=""mark2_eng"">p</span>] <span class=""mark2"">캡</span> rugby[rʌ<span class=""mark2_eng"">g</span>bi] <span class=""mark2"">럭</span>비 truck[trʌ<span class=""mark2_eng"">k</span>] 트<span class=""mark2"">럭</span> necktie[ne<span class=""mark2_eng"">k</span>tai] <span class=""mark2"">넥</span>타이",1,2019-02-27 09:41:00
2,493,1,외래어 표기법,"조선어 외래어 표기법(1956), 제3장 제58항","상악음 ≪ʃ, ʧ, ʒ, ʤ, ɲ, ҫ≫ 뒤에 모음이 와서, 그것들이 합쳐서 한 음절을 형성하는 경우에는 각기 다음과 같이 뒤의 모음과 한 음절을 형성하도록 표기한다. ʃa … 샤 ʃə … 셔 ʃe … 쉐 ʃo … 쇼 ʃu … 슈 ʃi … 쉬 ʃy … 쉬 ʃoe … 쇠 …… ʒa … 쟈 ʒə … 져 ʒe … 제 ʒo … 죠 ʒu … 쥬 ʒi … 지 ʒy … 쥬 ʒœ … 죄",1,2019-02-27 10:16:00
